,GHO,DATASOURCE,PUBLISHSTATE,YEAR,REGION,COUNTRY,EDUCATIONLEVEL,SEX,RESIDENCEAREATYPE,WEALTHQUINTILE,DHSMICSGEOREGION,Display Value,Numeric,Low,High,Comments
5065,carep,EQ_DHS,PUBLISHED,2009,AMR,PER,,,,,PERDHS200915,72.6 [59.8-82.5],72.60258,59.802980000000005,82.51794,
5066,carep,EQ_DHS,PUBLISHED,2009,AMR,PER,,,,,PERDHS200916,65.7 [51.2-77.7],65.66181,51.19249,77.70938000000001,
5067,carep,EQ_DHS,PUBLISHED,2009,AMR,PER,,,,,PERDHS200917,58.7 [43.4-72.5],58.719080000000005,43.37908,72.53446,Attention - Estimate is based on 25-49 cases.
5068,carep,EQ_DHS,PUBLISHED,2009,AMR,PER,,,,,PERDHS200918,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5069,carep,EQ_DHS,PUBLISHED,2010,AMR,PER,,,,,PERDHS201009,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5070,carep,EQ_DHS,PUBLISHED,2010,AMR,PER,,,,,PERDHS201010,76.6 [60.2-87.6],76.59229,60.210969999999996,87.61644,Attention - Estimate is based on 25-49 cases.
5071,carep,EQ_DHS,PUBLISHED,2010,AMR,PER,,,,,PERDHS201011,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5072,carep,EQ_DHS,PUBLISHED,2010,AMR,PER,,,,,PERDHS201012,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5073,carep,EQ_DHS,PUBLISHED,2011,AMR,PER,,,,,PERDHS201103,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5074,carep,EQ_DHS,PUBLISHED,2011,AMR,PER,,,,,PERDHS201104,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5075,carep,EQ_DHS,PUBLISHED,2011,AMR,PER,,,,,PERDHS201105,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5076,carep,EQ_DHS,PUBLISHED,2011,AMR,PER,,,,,PERDHS201106,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5077,carep,EQ_DHS,PUBLISHED,2011,AMR,PER,,,,,PERDHS201120,58.2 [40.7-73.9],58.221709999999995,40.66433,73.91628,Attention - Estimate is based on 25-49 cases.
5078,carep,EQ_DHS,PUBLISHED,2011,AMR,PER,,,,,PERDHS201121,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5079,carep,EQ_DHS,PUBLISHED,2011,AMR,PER,,,,,PERDHS201122,59.0 [44.0-72.5],59.028240000000004,43.98977,72.54868,Attention - Estimate is based on 25-49 cases.
5080,carep,EQ_DHS,PUBLISHED,2011,AMR,PER,,,,,PERDHS201123,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5081,carep,EQ_DHS,PUBLISHED,2012,AMR,PER,,,,,PERDHS201214,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5082,carep,EQ_DHS,PUBLISHED,2012,AMR,PER,,,,,PERDHS201215,73.9 [57.5-85.5],73.88234,57.54255,85.51653,Attention - Estimate is based on 25-49 cases.
5083,carep,EQ_DHS,PUBLISHED,2012,AMR,PER,,,,,PERDHS201216,55.7 [42.7-67.9],55.679869999999994,42.72426,67.90633000000001,
5084,carep,EQ_DHS,PUBLISHED,2012,AMR,PER,,,,,PERDHS201217,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5085,carep,EQ_DHS,PUBLISHED,2013,AMR,PER,,,,,PERDHS201308,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5086,carep,EQ_DHS,PUBLISHED,2013,AMR,PER,,,,,PERDHS201309,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5087,carep,EQ_DHS,PUBLISHED,2013,AMR,PER,,,,,PERDHS201310,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5088,carep,EQ_DHS,PUBLISHED,2013,AMR,PER,,,,,PERDHS201311,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5089,carep,EQ_DHS,PUBLISHED,2013,AMR,PER,,,,,PERDHS201325,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5090,carep,EQ_DHS,PUBLISHED,2014,AMR,PER,,,,,PERDHS201402,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5091,carep,EQ_DHS,PUBLISHED,2014,AMR,PER,,,,,PERDHS201403,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5092,carep,EQ_DHS,PUBLISHED,2014,AMR,PER,,,,,PERDHS201404,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5093,carep,EQ_DHS,PUBLISHED,2014,AMR,PER,,,,,PERDHS201405,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5094,carep,EQ_DHS,PUBLISHED,2014,AMR,PER,,,,,PERDHS201419,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5095,carep,EQ_DHS,PUBLISHED,2014,AMR,PER,,,,,PERDHS201420,66.9 [43.2-84.3],66.88625,43.192209999999996,84.29182,Attention - Estimate is based on 25-49 cases.
5096,carep,EQ_DHS,PUBLISHED,2014,AMR,PER,,,,,PERDHS201421,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5097,carep,EQ_DHS,PUBLISHED,2014,AMR,PER,,,,,PERDHS201422,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5098,carep,EQ_DHS,PUBLISHED,2015,AMR,PER,,,,,PERDHS201513,69.1 [53.4-81.4],69.12325,53.381209999999996,81.40162,Attention - Estimate is based on 25-49 cases.
5099,carep,EQ_DHS,PUBLISHED,2015,AMR,PER,,,,,PERDHS201514,81.6 [63.0-92.1],81.64285,62.950480000000006,92.08955,Attention - Estimate is based on 25-49 cases.
5100,carep,EQ_DHS,PUBLISHED,2015,AMR,PER,,,,,PERDHS201515,74.7 [65.7-82.0],74.69064,65.70764,81.96634,
5101,carep,EQ_DHS,PUBLISHED,2015,AMR,PER,,,,,PERDHS201516,61.5 [46.2-74.8],61.49296999999999,46.15535,74.84295999999999,
5102,carep,EQ_DHS,PUBLISHED,2016,AMR,PER,,,,,PERDHS201607,77.9 [65.3-86.8],77.85257,65.26104000000001,86.80306999999999,
5103,carep,EQ_DHS,PUBLISHED,2016,AMR,PER,,,,,PERDHS201608,46.3 [30.9-62.4],46.26126,30.900129999999997,62.36651,Attention - Estimate is based on 25-49 cases.
5104,carep,EQ_DHS,PUBLISHED,2016,AMR,PER,,,,,PERDHS201609,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5105,carep,EQ_DHS,PUBLISHED,2016,AMR,PER,,,,,PERDHS201610,63.4 [47.7-76.7],63.37785,47.68674,76.6655,
5106,carep,EQ_DHS,PUBLISHED,2016,AMR,PER,,,,,PERDHS201624,78.3 [62.8-88.5],78.29731,62.82747,88.50686999999999,Attention - Estimate is based on 25-49 cases.
5107,carep,EQ_DHS,PUBLISHED,2016,AMR,PER,,,,,PERDHS201625,43.6 [31.7-56.2],43.56178,31.73665,56.16763,
5108,carep,EQ_DHS,PUBLISHED,1993,WPR,PHL,,,,,PHLDHS199305,No data,,,,Not available.
5109,carep,EQ_DHS,PUBLISHED,1993,WPR,PHL,,,,,PHLDHS199306,No data,,,,Not available.
5110,carep,EQ_DHS,PUBLISHED,1993,WPR,PHL,,,,,PHLDHS199307,No data,,,,Not available.
5111,carep,EQ_DHS,PUBLISHED,1993,WPR,PHL,,,,,PHLDHS199308,No data,,,,Not available.
5112,carep,EQ_DHS,PUBLISHED,1998,WPR,PHL,,,,,PHLDHS199801,No data,,,,Not available.
5113,carep,EQ_DHS,PUBLISHED,1998,WPR,PHL,,,,,PHLDHS199802,No data,,,,Not available.
5114,carep,EQ_DHS,PUBLISHED,1998,WPR,PHL,,,,,PHLDHS199803,No data,,,,Not available.
5115,carep,EQ_DHS,PUBLISHED,1998,WPR,PHL,,,,,PHLDHS199804,No data,,,,Not available.
5116,carep,EQ_DHS,PUBLISHED,2003,WPR,PHL,,,,,PHLDHS200301,No data,,,,Not available.
5117,carep,EQ_DHS,PUBLISHED,2003,WPR,PHL,,,,,PHLDHS200302,No data,,,,Not available.
5118,carep,EQ_DHS,PUBLISHED,2003,WPR,PHL,,,,,PHLDHS200303,No data,,,,Not available.
5119,carep,EQ_DHS,PUBLISHED,2003,WPR,PHL,,,,,PHLDHS200304,No data,,,,Not available.
5120,carep,EQ_DHS,PUBLISHED,2008,WPR,PHL,,,,,PHLDHS200808,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5121,carep,EQ_DHS,PUBLISHED,2008,WPR,PHL,,,,,PHLDHS200809,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5122,carep,EQ_DHS,PUBLISHED,2008,WPR,PHL,,,,,PHLDHS200810,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5123,carep,EQ_DHS,PUBLISHED,2008,WPR,PHL,,,,,PHLDHS200811,48.0 [35.2-61.2],48.01736,35.15224,61.1509,Attention - Estimate is based on 25-49 cases.
5124,carep,EQ_DHS,PUBLISHED,2013,WPR,PHL,,,,,PHLDHS201301,83.8 [67.9-92.7],83.78378000000001,67.88176999999999,92.66349,Attention - Estimate is based on 25-49 cases.
5125,carep,EQ_DHS,PUBLISHED,2013,WPR,PHL,,,,,PHLDHS201314,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5126,carep,EQ_DHS,PUBLISHED,2013,WPR,PHL,,,,,PHLDHS201315,57.7 [39.7-73.9],57.67585,39.65464,73.86256,Attention - Estimate is based on 25-49 cases.
5127,carep,EQ_DHS,PUBLISHED,2013,WPR,PHL,,,,,PHLDHS201316,57.8 [29.4-81.9],57.8468,29.43501,81.86644,Attention - Estimate is based on 25-49 cases.
5128,carep,EQ_DHS,PUBLISHED,2013,WPR,PHL,,,,,PHLDHS201317,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5129,carep,EQ_DHS,PUBLISHED,2017,WPR,PHL,,,,,PHLDHS201704,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5130,carep,EQ_DHS,PUBLISHED,2017,WPR,PHL,,,,,PHLDHS201705,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5131,carep,EQ_DHS,PUBLISHED,2017,WPR,PHL,,,,,PHLDHS201706,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5132,carep,EQ_DHS,PUBLISHED,2017,WPR,PHL,,,,,PHLDHS201707,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5133,carep,EQ_MICS,PUBLISHED,2012,EMR,QAT,,,,,QATMICS201207,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5134,carep,EQ_DHS,PUBLISHED,2000,AFR,RWA,,,,,RWADHS200003,No data,,,,Not available.
5135,carep,EQ_DHS,PUBLISHED,2000,AFR,RWA,,,,,RWADHS200004,No data,,,,Not available.
5136,carep,EQ_DHS,PUBLISHED,2000,AFR,RWA,,,,,RWADHS200005,No data,,,,Not available.
5137,carep,EQ_DHS,PUBLISHED,2000,AFR,RWA,,,,,RWADHS200006,No data,,,,Not available.
5138,carep,EQ_DHS,PUBLISHED,2005,AFR,RWA,,,,,RWADHS200501,No data,,,,Not available.
5139,carep,EQ_DHS,PUBLISHED,2005,AFR,RWA,,,,,RWADHS200502,No data,,,,Not available.
5140,carep,EQ_DHS,PUBLISHED,2005,AFR,RWA,,,,,RWADHS200503,No data,,,,Not available.
5141,carep,EQ_DHS,PUBLISHED,2005,AFR,RWA,,,,,RWADHS200504,No data,,,,Not available.
5142,carep,EQ_DHS,PUBLISHED,2010,AFR,RWA,,,,,RWADHS201004,47.1 [29.1-65.8],47.09015,29.11805,65.84976,Attention - Estimate is based on 25-49 cases.
5143,carep,EQ_DHS,PUBLISHED,2010,AFR,RWA,,,,,RWADHS201005,52.4 [35.2-69.0],52.35954,35.18459,68.99398000000001,Attention - Estimate is based on 25-49 cases.
5144,carep,EQ_DHS,PUBLISHED,1997,AFR,SEN,,,,,SENDHS199701,No data,,,,Not available.
5145,carep,EQ_DHS,PUBLISHED,1997,AFR,SEN,,,,,SENDHS199702,No data,,,,Not available.
5146,carep,EQ_DHS,PUBLISHED,1997,AFR,SEN,,,,,SENDHS199703,No data,,,,Not available.
5147,carep,EQ_DHS,PUBLISHED,1997,AFR,SEN,,,,,SENDHS199704,No data,,,,Not available.
5148,carep,EQ_DHS,PUBLISHED,2005,AFR,SEN,,,,,SENDHS200505,No data,,,,Not available.
5149,carep,EQ_DHS,PUBLISHED,2005,AFR,SEN,,,,,SENDHS200506,No data,,,,Not available.
5150,carep,EQ_DHS,PUBLISHED,2005,AFR,SEN,,,,,SENDHS200507,No data,,,,Not available.
5151,carep,EQ_DHS,PUBLISHED,2005,AFR,SEN,,,,,SENDHS200508,No data,,,,Not available.
5152,carep,EQ_DHS,PUBLISHED,2010,AFR,SEN,,,,,SENDHS201014,47.6 [29.4-66.4],47.6105,29.427459999999996,66.44988000000001,Attention - Estimate is based on 25-49 cases.
5153,carep,EQ_DHS,PUBLISHED,2012,AFR,SEN,,,,,SENDHS201208,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5154,carep,EQ_DHS,PUBLISHED,2012,AFR,SEN,,,,,SENDHS201209,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5155,carep,EQ_DHS,PUBLISHED,2012,AFR,SEN,,,,,SENDHS201210,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5156,carep,EQ_DHS,PUBLISHED,2012,AFR,SEN,,,,,SENDHS201211,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5157,carep,EQ_DHS,PUBLISHED,2012,AFR,SEN,,,,,SENDHS201212,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5158,carep,EQ_DHS,PUBLISHED,2014,AFR,SEN,,,,,SENDHS201403,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5159,carep,EQ_DHS,PUBLISHED,2014,AFR,SEN,,,,,SENDHS201404,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5160,carep,EQ_DHS,PUBLISHED,2014,AFR,SEN,,,,,SENDHS201405,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5161,carep,EQ_DHS,PUBLISHED,2014,AFR,SEN,,,,,SENDHS201406,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5162,carep,EQ_DHS,PUBLISHED,2015,AFR,SEN,,,,,SENDHS201501,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5163,carep,EQ_DHS,PUBLISHED,2015,AFR,SEN,,,,,SENDHS201514,63.8 [45.0-79.1],63.77961,44.96499,79.14533,Attention - Estimate is based on 25-49 cases.
5164,carep,EQ_DHS,PUBLISHED,2016,AFR,SEN,,,,,SENDHS201609,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5165,carep,EQ_DHS,PUBLISHED,2016,AFR,SEN,,,,,SENDHS201610,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5166,carep,EQ_DHS,PUBLISHED,2016,AFR,SEN,,,,,SENDHS201611,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5167,carep,EQ_DHS,PUBLISHED,2016,AFR,SEN,,,,,SENDHS201612,68.6 [49.6-82.9],68.59885,49.563990000000004,82.92474,Attention - Estimate is based on 25-49 cases.
5168,carep,EQ_DHS,PUBLISHED,2017,AFR,SEN,,,,,SENDHS201704,57.7 [40.9-72.9],57.70123,40.9101,72.88356999999999,Attention - Estimate is based on 25-49 cases.
5169,carep,EQ_DHS,PUBLISHED,2017,AFR,SEN,,,,,SENDHS201705,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5170,carep,EQ_DHS,PUBLISHED,2017,AFR,SEN,,,,,SENDHS201706,48.3 [30.2-66.8],48.286159999999995,30.242459999999998,66.78811999999999,Attention - Estimate is based on 25-49 cases.
5171,carep,EQ_DHS,PUBLISHED,2017,AFR,SEN,,,,,SENDHS201707,45.9 [31.0-61.6],45.87664,30.962740000000004,61.567769999999996,
5172,carep,EQ_MICS,PUBLISHED,2014,EUR,SRB,,,,,SRBMICS201401,No data,,,,Not available.
5173,carep,EQ_DHS,PUBLISHED,2008,AFR,SLE,,,,,SLEDHS200802,41.4 [33.2-50.2],41.4262,33.16727,50.19702,
5174,carep,EQ_DHS,PUBLISHED,2008,AFR,SLE,,,,,SLEDHS200803,71.2 [62.7-78.4],71.18265,62.708619999999996,78.3945,
5175,carep,EQ_DHS,PUBLISHED,2008,AFR,SLE,,,,,SLEDHS200804,45.5 [29.0-63.1],45.54661,29.01152,63.12556,Attention - Estimate is based on 25-49 cases.
5176,carep,EQ_DHS,PUBLISHED,1998,AFR,ZAF,,,,,ZAFDHS199805,No data,,,,Not available.
5177,carep,EQ_DHS,PUBLISHED,1998,AFR,ZAF,,,,,ZAFDHS199806,No data,,,,Not available.
5178,carep,EQ_DHS,PUBLISHED,1998,AFR,ZAF,,,,,ZAFDHS199807,No data,,,,Not available.
5179,carep,EQ_DHS,PUBLISHED,1998,AFR,ZAF,,,,,ZAFDHS199808,No data,,,,Not available.
5180,carep,EQ_MICS,PUBLISHED,2010,AFR,SSD,,,,,SSDMICS201001,56.2 [47.2-64.8],56.210980000000006,47.1791,64.84913,
5181,carep,EQ_MICS,PUBLISHED,2010,AFR,SSD,,,,,SSDMICS201002,52.2 [40.4-63.8],52.24022,40.43208,63.803180000000005,
5182,carep,EQ_MICS,PUBLISHED,2010,EMR,SDN,,,,,SDNMICS201010,60.2 [51.5-68.3],60.21357,51.49739,68.32678,
5183,carep,EQ_MICS,PUBLISHED,2010,EMR,SDN,,,,,SDNMICS201011,57.4 [45.0-68.9],57.41131,45.03027,68.92794,
5184,carep,EQ_MICS,PUBLISHED,2010,EMR,SDN,,,,,SDNMICS201012,38.7 [30.9-47.1],38.69484,30.87983,47.13883,
5185,carep,EQ_MICS,PUBLISHED,2010,EMR,SDN,,,,,SDNMICS201013,56.9 [44.0-69.0],56.94246,43.97947,69.0189,
5186,carep,EQ_MICS,PUBLISHED,2010,EMR,SDN,,,,,SDNMICS201014,53.0 [42.2-63.4],52.95596999999999,42.2211,63.42416,
5187,carep,EQ_MICS,PUBLISHED,2014,EMR,SDN,,,,,SDNMICS201413,60.2 [47.5-71.7],60.215680000000006,47.45733,71.72202,
5188,carep,EQ_MICS,PUBLISHED,2014,EMR,SDN,,,,,SDNMICS201414,29.2 [21.4-38.3],29.169390000000003,21.43809,38.32857,
5189,carep,EQ_MICS,PUBLISHED,2014,EMR,SDN,,,,,SDNMICS201415,67.8 [54.7-78.5],67.76303,54.68764,78.54557,
5190,carep,EQ_MICS,PUBLISHED,2014,EMR,SDN,,,,,SDNMICS201416,34.8 [24.5-46.8],34.82045,24.48299,46.816759999999995,
5191,carep,EQ_MICS,PUBLISHED,2006,AMR,SUR,,,,,SURMICS200605,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5192,carep,EQ_MICS,PUBLISHED,2010,AMR,SUR,,,,,SURMICS201007,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5193,carep,EQ_MICS,PUBLISHED,2010,AMR,SUR,,,,,SURMICS201008,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5194,carep,EQ_MICS,PUBLISHED,2010,AMR,SUR,,,,,SURMICS201009,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5195,carep,EQ_MICS,PUBLISHED,2010,AMR,SUR,,,,,SURMICS201010,86.5 [73.1-93.8],86.48649,73.05924,93.7904,Attention - Estimate is based on 25-49 cases.
5196,carep,EQ_MICS,PUBLISHED,2006,EMR,SYR,,,,,SYRMICS200610,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5197,carep,EQ_MICS,PUBLISHED,2006,EMR,SYR,,,,,SYRMICS200611,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5198,carep,EQ_MICS,PUBLISHED,2006,EMR,SYR,,,,,SYRMICS200612,72.7 [52.2-86.7],72.73451999999999,52.2284,86.68274,Attention - Estimate is based on 25-49 cases.
5199,carep,EQ_MICS,PUBLISHED,2006,EMR,SYR,,,,,SYRMICS200613,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5200,carep,EQ_DHS,PUBLISHED,2012,EUR,TJK,,,,,TJKDHS201202,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5201,carep,EQ_DHS,PUBLISHED,2012,EUR,TJK,,,,,TJKDHS201203,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5202,carep,EQ_DHS,PUBLISHED,2012,EUR,TJK,,,,,TJKDHS201204,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5203,carep,EQ_DHS,PUBLISHED,2012,EUR,TJK,,,,,TJKDHS201205,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5204,carep,EQ_MICS,PUBLISHED,2005,SEAR,THA,,,,,THAMICS200502,84.5 [67.1-93.6],84.51485,67.05359,93.60448000000001,
5205,carep,EQ_MICS,PUBLISHED,2005,SEAR,THA,,,,,THAMICS200503,84.6 [74.0-91.4],84.61465,73.99107,91.40312,
5206,carep,EQ_MICS,PUBLISHED,2005,SEAR,THA,,,,,THAMICS200504,81.3 [68.5-89.7],81.31548000000001,68.47731999999999,89.7107,
5207,carep,EQ_MICS,PUBLISHED,2012,SEAR,THA,,,,,THAMICS201204,95.5 [87.6-98.4],95.45616,87.57125,98.42857,
5208,carep,EQ_MICS,PUBLISHED,2012,SEAR,THA,,,,,THAMICS201205,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5209,carep,EQ_DHS,PUBLISHED,2009,SEAR,TLS,,,,,TLSDHS200908,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5210,carep,EQ_DHS,PUBLISHED,2009,SEAR,TLS,,,,,TLSDHS200909,71.7 [54.7-84.2],71.70229,54.72889,84.1544,Attention - Estimate is based on 25-49 cases.
5211,carep,EQ_DHS,PUBLISHED,2009,SEAR,TLS,,,,,TLSDHS200910,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5212,carep,EQ_DHS,PUBLISHED,2009,SEAR,TLS,,,,,TLSDHS200911,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5213,carep,EQ_DHS,PUBLISHED,2016,SEAR,TLS,,,,,TLSDHS201604,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5214,carep,EQ_DHS,PUBLISHED,2016,SEAR,TLS,,,,,TLSDHS201605,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5215,carep,EQ_DHS,PUBLISHED,2016,SEAR,TLS,,,,,TLSDHS201606,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5216,carep,EQ_DHS,PUBLISHED,2016,SEAR,TLS,,,,,TLSDHS201607,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5217,carep,EQ_DHS,PUBLISHED,1998,AFR,TGO,,,,,TGODHS199806,No data,,,,Not available.
5218,carep,EQ_MICS,PUBLISHED,2010,AFR,TGO,,,,,TGOMICS201004,35.7 [18.6-57.5],35.73537,18.59561,57.511869999999995,Attention - Estimate is based on 25-49 cases.
5219,carep,EQ_MICS,PUBLISHED,2010,AFR,TGO,,,,,TGOMICS201005,31.5 [20.4-45.2],31.52621,20.44061,45.20767,Attention - Estimate is based on 25-49 cases.
5220,carep,EQ_MICS,PUBLISHED,2010,AFR,TGO,,,,,TGOMICS201006,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5221,carep,EQ_MICS,PUBLISHED,2006,AMR,TTO,,,,,TTOMICS200613,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5222,carep,EQ_MICS,PUBLISHED,2006,AMR,TTO,,,,,TTOMICS200614,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5223,carep,EQ_MICS,PUBLISHED,2006,AMR,TTO,,,,,TTOMICS200615,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5224,carep,EQ_MICS,PUBLISHED,2011,AMR,TTO,,,,,TTOMICS201103,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5225,carep,EQ_MICS,PUBLISHED,2011,AMR,TTO,,,,,TTOMICS201104,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5226,carep,EQ_MICS,PUBLISHED,2011,AMR,TTO,,,,,TTOMICS201105,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5227,carep,EQ_DHS,PUBLISHED,1993,EUR,TUR,,,,,TURDHS199301,No data,,,,Not available.
5228,carep,EQ_DHS,PUBLISHED,2003,EUR,TUR,,,,,TURDHS200301,No data,,,,Not available.
5229,carep,EQ_DHS,PUBLISHED,2003,EUR,TUR,,,,,TURDHS200302,No data,,,,Not available.
5230,carep,EQ_MICS,PUBLISHED,2006,EUR,TKM,,,,,TKMMICS200601,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5231,carep,EQ_MICS,PUBLISHED,2006,EUR,TKM,,,,,TKMMICS200602,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5232,carep,EQ_MICS,PUBLISHED,2006,EUR,TKM,,,,,TKMMICS200603,No data,,,,Not reported - Estimate is based on fewer than 25 cases.
5233,carep,EQ_DHS,PUBLISHED,2011,AFR,UGA,,,,,UGADHS201105,80.0 [71.1-86.6],79.96604,71.14242,86.59988,
5234,carep,EQ_DHS,PUBLISHED,2011,AFR,UGA,,,,,UGADHS201106,80.5 [73.1-86.3],80.53452,73.0984,86.30038,
5235,carep,EQ_DHS,PUBLISHED,2011,AFR,UGA,,,,,UGADHS201107,86.0 [76.5-92.0],85.95835,76.52673,91.99665,
5236,carep,EQ_DHS,PUBLISHED,2011,AFR,UGA,,,,,UGADHS201108,81.3 [71.6-88.3],81.33151,71.5751,88.28719,
5237,carep,EQ_DHS,PUBLISHED,2011,AFR,UGA,,,,,UGADHS201109,76.0 [61.7-86.2],75.99995,61.675,86.17115,
5238,carep,EQ_DHS,PUBLISHED,2016,AFR,UGA,,,,,UGADHS201601,76.8 [54.5-90.1],76.78596999999999,54.501380000000005,90.13207,Attention - Estimate is based on 25-49 cases.
5239,carep,EQ_DHS,PUBLISHED,2016,AFR,UGA,,,,,UGADHS201602,75.2 [63.1-84.3],75.2162,63.13223000000001,84.32298,
5240,carep,EQ_DHS,PUBLISHED,2016,AFR,UGA,,,,,UGADHS201603,72.0 [62.0-80.2],72.01755,62.0146,80.22626,
5241,carep,EQ_MICS,PUBLISHED,2005,EUR,UKR,,,,,UKRMICS200514,No data,,,,Not available.
5242,carep,EQ_MICS,PUBLISHED,2005,EUR,UKR,,,,,UKRMICS200515,No data,,,,Not available.
5243,carep,EQ_MICS,PUBLISHED,2005,EUR,UKR,,,,,UKRMICS200516,No data,,,,Not available.
5244,carep,EQ_MICS,PUBLISHED,2005,EUR,UKR,,,,,UKRMICS200517,No data,,,,Not available.
5245,carep,EQ_MICS,PUBLISHED,2012,EUR,UKR,,,,,UKRMICS201201,100.0 [100.0-100.0],100.0,100.0,100.0,Attention - Estimate is based on 25-49 cases.
5246,carep,EQ_MICS,PUBLISHED,2012,EUR,UKR,,,,,UKRMICS201202,87.8 [72.3-95.2],87.78397,72.34948,95.17725,Attention - Estimate is based on 25-49 cases.
5247,carep,EQ_MICS,PUBLISHED,2012,EUR,UKR,,,,,UKRMICS201203,98.1 [88.4-99.7],98.11171999999999,88.41606,99.71807,Attention - Estimate is based on 25-49 cases.
5248,carep,EQ_DHS,PUBLISHED,1996,AFR,TZA,,,,,TZADHS199606,No data,,,,Not available.
5249,carep,EQ_DHS,PUBLISHED,1996,AFR,TZA,,,,,TZADHS199607,No data,,,,Not available.
5250,carep,EQ_DHS,PUBLISHED,1996,AFR,TZA,,,,,TZADHS199608,No data,,,,Not available.
5251,carep,EQ_DHS,PUBLISHED,1996,AFR,TZA,,,,,TZADHS199609,No data,,,,Not available.
5252,carep,EQ_DHS,PUBLISHED,1999,AFR,TZA,,,,,TZADHS199905,No data,,,,Not available.
